         187816887 function calls (176357935 primitive calls) in 278.535 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   124710    0.527    0.000    1.018    0.000 chess_utils.py:20(fen_processor)
   124710    0.162    0.000    0.958    0.000 fromnumeric.py:95(take)
  8545504    0.940    0.000    0.940    0.000 {built-in method math.sqrt}
   249420    0.898    0.000    0.898    0.000 {method 'numpy' of 'torch._C.TensorBase' objects}
   124871    0.267    0.000    0.897    0.000 fromnumeric.py:71(_wrapreduction)
  3798163    0.817    0.000    0.817    0.000 <string>:2(__eq__)
   124710    0.136    0.000    0.796    0.000 fromnumeric.py:53(_wrapfunc)
  4456331    0.748    0.000    0.748    0.000 <string>:2(__init__)
   132243    0.053    0.000    0.741    0.000 __init__.py:1980(is_checkmate)
   656300    0.551    0.000    0.717    0.000 __init__.py:3221(is_castling)
  7147007    0.676    0.000    0.676    0.000 {method 'bit_length' of 'int' objects}
   132135    0.052    0.000    0.653    0.000 __init__.py:2051(is_fivefold_repetition)
   574531    0.499    0.000    0.643    0.000 __init__.py:901(_remove_piece_at)
   124710    0.617    0.000    0.617    0.000 {method 'take' of 'numpy.ndarray' objects}
   132135    0.331    0.000    0.605    0.000 __init__.py:1997(is_insufficient_material)
   132135    0.601    0.000    0.601    0.000 __init__.py:2145(is_repetition)
   124871    0.588    0.000    0.588    0.000 {method 'reduce' of 'numpy.ufunc' objects}
   651763    0.327    0.000    0.577    0.000 __init__.py:764(king)
   891971    0.570    0.000    0.570    0.000 __init__.py:775(attacks_mask)
   132243    0.049    0.000    0.548    0.000 __init__.py:1805(is_check)
   124742    0.537    0.000    0.537    0.000 {built-in method numpy.asarray}
   124710    0.515    0.000    0.515    0.000 {built-in method torch.from_numpy}
   287078    0.236    0.000    0.506    0.000 __init__.py:2321(pop)
   132243    0.081    0.000    0.498    0.000 __init__.py:1793(checkers_mask)
   265693    0.339    0.000    0.453    0.000 __init__.py:3525(_slider_blockers)
 1234/233    0.002    0.000    0.441    0.002 <frozen importlib._bootstrap>:1390(_handle_fromlist)
   287239    0.240    0.000    0.412    0.000 __init__.py:939(_set_piece_at)
  2983472    0.411    0.000    0.411    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.394    0.394 mctree.py:1(<module>)
  1049251    0.242    0.000    0.373    0.000 __init__.py:311(msb)
        1    0.000    0.000    0.373    0.373 value_trainer.py:1(<module>)
  3508856    0.372    0.000    0.372    0.000 __init__.py:3184(is_en_passant)
   124969    0.178    0.000    0.369    0.000 grad_mode.py:83(__exit__)
   106050    0.281    0.000    0.347    0.000 numeric.py:136(ones)
   249938    0.160    0.000    0.346    0.000 grad_mode.py:183(__init__)
  1004082    0.342    0.000    0.342    0.000 {method 'replace' of 'str' objects}
3814055/3813403    0.339    0.000    0.339    0.000 {built-in method builtins.hash}
2962/2824    0.025    0.000    0.328    0.000 {built-in method builtins.__build_class__}
   124969    0.133    0.000    0.327    0.000 grad_mode.py:79(__enter__)
  6237542    0.325    0.000    0.325    0.000 typing.py:2132(cast)
       12    0.000    0.000    0.324    0.027 _jit_internal.py:890(_overload)
   287389    0.223    0.000    0.312    0.000 __init__.py:3648(_from_chess960)
   287239    0.161    0.000    0.309    0.000 __init__.py:2194(_board_state)
        1    0.000    0.000    0.288    0.288 pyplot.py:1(<module>)
     1044    0.006    0.000    0.261    0.000 <frozen importlib._bootstrap_external>:1062(get_code)
825489/825476    0.259    0.000    0.261    0.000 {method 'join' of 'str' objects}
   120028    0.194    0.000    0.256    0.000 __init__.py:3618(generate_castling_moves)
    74881    0.074    0.000    0.217    0.000 __init__.py:3557(_generate_evasions)
   264270    0.156    0.000    0.214    0.000 __init__.py:2002(<genexpr>)
   124711    0.212    0.000    0.212    0.000 {built-in method numpy.zeros}
   287239    0.210    0.000    0.210    0.000 __init__.py:3196(is_zeroing)
   124977    0.198    0.000    0.208    0.000 grad_mode.py:74(__init__)
   287078    0.189    0.000    0.189    0.000 __init__.py:1454(restore)
   124977    0.137    0.000    0.187    0.000 _contextlib.py:149(__new__)
   132693    0.060    0.000    0.179    0.000 {built-in method builtins.all}
      105    0.002    0.000    0.177    0.002 artist.py:159(_update_set_signature_and_docstring)
      104    0.000    0.000    0.174    0.002 artist.py:126(__init_subclass__)
  2111796    0.163    0.000    0.163    0.000 __init__.py:211(square_file)
    29/24    0.051    0.002    0.162    0.007 _ops.py:273(py_impl)
   262840    0.156    0.000    0.156    0.000 {method 'split' of 'str' objects}
   124768    0.156    0.000    0.156    0.000 {method 'half' of 'torch._C.TensorBase' objects}
   287239    0.148    0.000    0.148    0.000 __init__.py:1434(__init__)
        1    0.000    0.000    0.147    0.147 figure.py:1(<module>)
     1204    0.006    0.000    0.146    0.000 <frozen importlib._bootstrap>:1240(_find_spec)
     1045    0.002    0.000    0.140    0.000 <frozen importlib._bootstrap_external>:1183(get_data)
   249938    0.139    0.000    0.139    0.000 {built-in method torch._C._set_grad_enabled}
      117    0.000    0.000    0.137    0.001 artist.py:1837(kwdoc)
     1184    0.001    0.000    0.133    0.000 <frozen importlib._bootstrap_external>:1517(find_spec)
     1184    0.002    0.000    0.132    0.000 <frozen importlib._bootstrap_external>:1488(_get_spec)
        3    0.000    0.000    0.130    0.043 model.py:1(<module>)
   175218    0.080    0.000    0.127    0.000 __init__.py:2393(<genexpr>)
       30    0.000    0.000    0.127    0.004 _ops.py:282(fallthrough)
   416039    0.123    0.000    0.123    0.000 node.py:59(is_leaf)
     1994    0.010    0.000    0.122    0.000 <frozen importlib._bootstrap_external>:1590(find_spec)
 1105/980    0.001    0.000    0.121    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
     91/7    0.003    0.000    0.118    0.017 library.py:112(impl)
   258083    0.049    0.000    0.118    0.000 __init__.py:2409(has_legal_en_passant)
      117    0.003    0.000    0.117    0.001 artist.py:1598(pprint_setters)
        1    0.000    0.000    0.115    0.115 colorbar.py:1(<module>)
       30    0.000    0.000    0.113    0.004 conv.py:459(forward)
       30    0.000    0.000    0.113    0.004 conv.py:451(_conv_forward)
       30    0.113    0.004    0.113    0.004 {built-in method torch.conv2d}
     3121    0.001    0.000    0.112    0.000 __init__.py:1924(result)
     1045    0.111    0.000    0.111    0.000 {built-in method _io.open_code}
        1    0.001    0.001    0.110    0.110 chess_utils.py:1(<module>)
        1    0.000    0.000    0.107    0.107 mctree.py:32(__init__)
   866192    0.106    0.000    0.106    0.000 __init__.py:3240(clean_castling_rights)
    39/23    0.000    0.000    0.100    0.004 <frozen importlib._bootstrap_external>:1287(create_module)
    39/23    0.023    0.001    0.100    0.004 {built-in method _imp.create_dynamic}
   690/19    0.001    0.000    0.099    0.005 {built-in method builtins.__import__}
   431839    0.097    0.000    0.097    0.000 __init__.py:576(__bool__)
       79    0.095    0.001    0.096    0.001 {built-in method torch.empty}
     4252    0.007    0.000    0.095    0.000 artist.py:1470(get_valid_values)
   374907    0.086    0.000    0.086    0.000 {built-in method torch.is_grad_enabled}
   589025    0.083    0.000    0.083    0.000 {method 'pop' of 'list' objects}
     1043    0.015    0.000    0.081    0.000 <frozen importlib._bootstrap_external>:751(_compile_bytecode)
     14/1    0.000    0.000    0.080    0.080 container.py:215(forward)
   766133    0.077    0.000    0.077    0.000 {built-in method builtins.abs}
   752148    0.077    0.000    0.077    0.000 __init__.py:215(square_rank)
        3    0.003    0.001    0.076    0.025 __init__.py:434(_attack_table)
     4859    0.075    0.000    0.076    0.000 {built-in method nt.stat}
     4777    0.001    0.000    0.075    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
   287239    0.074    0.000    0.074    0.000 __init__.py:3663(_to_chess960)
    10816    0.014    0.000    0.073    0.000 __init__.py:395(_sliding_attacks)
     7306    0.038    0.000    0.070    0.000 inspect.py:879(cleandoc)
        1    0.000    0.000    0.066    0.066 contour.py:1(<module>)
     7315    0.003    0.000    0.065    0.000 inspect.py:860(getdoc)
     1043    0.065    0.000    0.065    0.000 {built-in method marshal.loads}
       27    0.000    0.000    0.064    0.002 inspect.py:1067(findsource)
   123543    0.064    0.000    0.064    0.000 __init__.py:476(between)
        2    0.000    0.000    0.063    0.032 library.py:349(wrap)
134606/133830    0.056    0.000    0.063    0.000 {built-in method __new__ of type object at 0x00007FFD0DADB9B0}
   132135    0.045    0.000    0.062    0.000 __init__.py:2042(is_seventyfive_moves)
      127    0.002    0.000    0.062    0.000 inspect.py:985(getmodule)
        1    0.000    0.000    0.062    0.062 impl.py:213(_register_impl)
        1    0.000    0.000    0.062    0.062 inspect.py:1681(getframeinfo)
    14914    0.014    0.000    0.061    0.000 __init__.py:3602(generate_legal_ep)
242654/367    0.142    0.000    0.061    0.000 {built-in method builtins.any}
        2    0.000    0.000    0.060    0.030 __init__.py:260(_make_prim)
        1    0.000    0.000    0.060    0.060 rcsetup.py:1(<module>)
        1    0.000    0.000    0.060    0.060 backend_bases.py:1(<module>)
    53810    0.036    0.000    0.059    0.000 __init__.py:219(square_distance)
   132135    0.058    0.000    0.058    0.000 __init__.py:2004(has_insufficient_material)
332421/330868    0.055    0.000    0.058    0.000 {built-in method builtins.isinstance}
        2    0.000    0.000    0.058    0.029 model.py:123(__init__)
       86    0.000    0.000    0.056    0.001 _pytree.py:128(register_pytree_node)
        1    0.000    0.000    0.055    0.055 return_types.py:1(<module>)
       83    0.000    0.000    0.054    0.001 return_types.py:9(pytree_register_structseq)
   106062    0.054    0.000    0.054    0.000 {built-in method numpy.empty}
    10017    0.035    0.000    0.054    0.000 <frozen importlib._bootstrap_external>:96(_path_join)
        1    0.000    0.000    0.052    0.052 text.py:1(<module>)
       28    0.000    0.000    0.052    0.002 init.py:406(kaiming_uniform_)
        8    0.000    0.000    0.052    0.006 linear.py:92(__init__)
       36    0.052    0.001    0.052    0.001 {method 'uniform_' of 'torch._C.TensorBase' objects}
        8    0.000    0.000    0.052    0.006 linear.py:105(reset_parameters)
        3    0.050    0.017    0.051    0.017 _trace.py:471(run_mod_and_filter_tensor_outputs)
      223    0.000    0.000    0.046    0.000 artist.py:1422(__init__)
      223    0.015    0.000    0.046    0.000 artist.py:1442(get_aliases)
326234/150049    0.066    0.000    0.046    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.046    0.046 _axes.py:1(<module>)
      867    0.002    0.000    0.044    0.000 <frozen ntpath>:700(realpath)
        1    0.000    0.000    0.044    0.044 collections.py:1(<module>)
   126977    0.042    0.000    0.042    0.000 {method 'items' of 'dict' objects}
    156/3    0.001    0.000    0.040    0.013 module.py:799(_apply)
4829/4503    0.003    0.000    0.039    0.000 typing.py:378(inner)
        4    0.000    0.000    0.039    0.010 functional.py:1(<module>)
       10    0.000    0.000    0.038    0.004 linear.py:1(<module>)
     1734    0.037    0.000    0.037    0.000 {built-in method nt._getfinalpathname}
    22730    0.032    0.000    0.037    0.000 __init__.py:1773(generate_pseudo_legal_ep)
   129068    0.037    0.000    0.037    0.000 __init__.py:1685(ply)
    14502    0.005    0.000    0.037    0.000 __init__.py:280(_compile)
      711    0.001    0.000    0.036    0.000 _pytree.py:605(tree_map_)
        2    0.000    0.000    0.035    0.018 _base.py:1(<module>)
       78    0.000    0.000    0.035    0.000 dataclasses.py:1255(wrap)
       78    0.002    0.000    0.035    0.000 dataclasses.py:921(_process_class)
        2    0.000    0.000    0.033    0.017 quantize.py:1(<module>)
        1    0.000    0.000    0.033    0.033 colors.py:1(<module>)
     4643    0.010    0.000    0.033    0.000 <frozen importlib._bootstrap>:304(acquire)
      104    0.005    0.000    0.033    0.000 _recursive.py:739(get_overload_annotations)
        1    0.000    0.000    0.032    0.032 patches.py:1(<module>)
      872    0.003    0.000    0.032    0.000 __init__.py:34(_add_op_to_registry)
     3422    0.003    0.000    0.032    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        5    0.000    0.000    0.032    0.006 _ops.py:252(__init__)
        1    0.000    0.000    0.032    0.032 axes3d.py:1(<module>)
     1367    0.001    0.000    0.032    0.000 inspect.py:3325(signature)
1402/1090    0.022    0.000    0.032    0.000 {built-in method builtins.dir}
       15    0.000    0.000    0.032    0.002 utils.py:1(<module>)
        1    0.000    0.000    0.032    0.032 graph_drawer.py:1(<module>)
     1367    0.001    0.000    0.031    0.000 inspect.py:3067(from_callable)
        1    0.000    0.000    0.031    0.031 shape_prop.py:1(<module>)
1495/1367    0.005    0.000    0.031    0.000 inspect.py:2463(_signature_from_callable)
      223    0.009    0.000    0.031    0.000 artist.py:1517(get_setters)
     1910    0.004    0.000    0.030    0.000 _ops.py:704(__getattr__)
   398091    0.030    0.000    0.030    0.000 __init__.py:1888(is_variant_end)
        1    0.000    0.000    0.030    0.030 __init__.py:440(_make_elementwise_unary_prim)
       12    0.000    0.000    0.030    0.003 linear.py:115(forward)
       12    0.030    0.003    0.030    0.003 {built-in method torch._C._nn.linear}
      501    0.000    0.000    0.028    0.000 __init__.py:173(decomposition_decorator)
      246    0.001    0.000    0.028    0.000 _compiler.py:740(compile)
        1    0.000    0.000    0.027    0.027 rng_prims.py:1(<module>)
        1    0.000    0.000    0.027    0.027 rng_prims.py:206(register_run_with_rng_state_op)
        2    0.000    0.000    0.027    0.013 __config__.py:1(<module>)
     2088    0.004    0.000    0.026    0.000 <frozen importlib._bootstrap_external>:482(cache_from_source)
     5768    0.002    0.000    0.026    0.000 __init__.py:174(search)
        1    0.000    0.000    0.026    0.026 python.py:1(<module>)
     1591    0.001    0.000    0.026    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        9    0.000    0.000    0.026    0.003 _base.py:729(__init_subclass__)
        1    0.000    0.000    0.025    0.025 rng_prims.py:161(register_run_and_save_rng_state_op)
      510    0.000    0.000    0.025    0.000 __init__.py:181(register)
     1441    0.001    0.000    0.024    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
     3936    0.020    0.000    0.024    0.000 __init__.py:585(from_uci)
        1    0.000    0.000    0.024    0.024 _fontconfig_pattern.py:1(<module>)
     7280    0.003    0.000    0.023    0.000 _jit_internal.py:970(_get_overloaded_methods)
        1    0.002    0.002    0.023    0.023 {built-in method torch._C._initExtension}
        4    0.000    0.000    0.023    0.006 core.py:1(<module>)
     1045    0.023    0.000    0.023    0.000 {method 'read' of '_io.BufferedReader' objects}
   1214/2    0.005    0.000    0.023    0.011 <frozen importlib._bootstrap>:1349(_find_and_load)
   1210/2    0.003    0.000    0.023    0.011 <frozen importlib._bootstrap>:1304(_find_and_load_unlocked)
        1    0.000    0.000    0.022    0.022 debug_prims.py:1(<module>)
   1095/2    0.002    0.000    0.022    0.011 <frozen importlib._bootstrap>:911(_load_unlocked)
   1035/2    0.002    0.000    0.022    0.011 <frozen importlib._bootstrap_external>:989(exec_module)
      319    0.001    0.000    0.022    0.000 dataclasses.py:449(_create_fn)
        2    0.000    0.000    0.022    0.011 _trace.py:513(compare_outputs)
        1    0.000    0.000    0.022    0.022 hub.py:1(<module>)
        1    0.000    0.000    0.022    0.022 module.py:998(half)
        4    0.000    0.000    0.022    0.005 _comparison.py:1250(assert_close)
        4    0.000    0.000    0.022    0.005 _comparison.py:1180(not_close_error_metas)
   2708/5    0.002    0.000    0.022    0.004 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
        1    0.000    0.000    0.021    0.021 impl.py:1(<module>)
        4    0.000    0.000    0.021    0.005 _comparison.py:705(compare)
       68    0.000    0.000    0.021    0.000 module.py:1007(<lambda>)
        2    0.000    0.000    0.021    0.011 fake_quantize.py:1(<module>)
        4    0.000    0.000    0.021    0.005 _comparison.py:816(_compare_values)
        4    0.000    0.000    0.021    0.005 _comparison.py:999(_compare_regular_values_close)
     1105    0.003    0.000    0.021    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
     1102    0.007    0.000    0.021    0.000 inspect.py:2368(_signature_from_function)
        2    0.000    0.000    0.021    0.010 observer.py:1(<module>)
        5    0.000    0.000    0.020    0.004 __init__.py:128(is_available)
        1    0.000    0.000    0.020    0.020 mctree.py:29(MCTree)
        6    0.020    0.003    0.020    0.003 {built-in method torch._C._cuda_getDeviceCount}
        1    0.000    0.000    0.020    0.020 _jit_internal.py:1(<module>)
        1    0.000    0.000    0.020    0.020 mock.py:1(<module>)
      136    0.000    0.000    0.019    0.000 _docstring.py:38(__call__)
     7514    0.006    0.000    0.019    0.000 _jit_internal.py:1143(_qualified_name)
  126/115    0.000    0.000    0.019    0.000 _docstring.py:79(__call__)
   139188    0.019    0.000    0.019    0.000 {method 'startswith' of 'str' objects}
        2    0.000    0.000    0.019    0.009 module.py:1047(to)
        1    0.000    0.000    0.019    0.019 Image.py:1(<module>)
      104    0.005    0.000    0.018    0.000 _jit_internal.py:767(module_has_exports)
       78    0.000    0.000    0.018    0.000 dataclasses.py:1238(dataclass)
      392    0.003    0.000    0.018    0.000 wrappers.py:221(_out_wrapper)
      136    0.000    0.000    0.018    0.000 module.py:1146(convert)
      136    0.018    0.000    0.018    0.000 {method 'to' of 'torch._C.TensorBase' objects}
        4    0.017    0.004    0.017    0.004 {built-in method torch.isclose}
   132135    0.017    0.000    0.017    0.000 __init__.py:2039(_is_halfmoves)
        2    0.000    0.000    0.017    0.009 batchnorm.py:1(<module>)
       30    0.003    0.000    0.017    0.001 __init__.py:847(_rc_params_in_file)
     1274    0.003    0.000    0.017    0.000 typing.py:1223(__init__)
     1197    0.002    0.000    0.017    0.000 __init__.py:1820(is_into_check)
  732/507    0.000    0.000    0.017    0.000 typing.py:494(__getitem__)
      246    0.000    0.000    0.017    0.000 _parser.py:969(parse)
        1    0.000    0.000    0.016    0.016 art3d.py:1(<module>)
     2127    0.001    0.000    0.016    0.000 <frozen importlib._bootstrap>:632(cached)
   124710    0.016    0.000    0.016    0.000 fromnumeric.py:91(_take_dispatcher)
     1221    0.001    0.000    0.016    0.000 <frozen importlib._bootstrap>:416(__enter__)
        1    0.000    0.000    0.016    0.016 request.py:1(<module>)
        1    0.000    0.000    0.016    0.016 index_tricks.py:1(<module>)
     1910    0.014    0.000    0.016    0.000 _ops.py:468(__init__)
      104    0.002    0.000    0.016    0.000 _recursive.py:936(get_property_stubs)
      952    0.002    0.000    0.016    0.000 _ops.py:806(__getattr__)
     1083    0.001    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
  507/246    0.001    0.000    0.016    0.000 _parser.py:452(_parse_sub)
     4643    0.003    0.000    0.016    0.000 <frozen importlib._bootstrap>:162(__enter__)
        2    0.000    0.000    0.016    0.008 _functions.py:1(<module>)
       12    0.000    0.000    0.015    0.001 _docstring.py:51(__missing__)
      868    0.001    0.000    0.015    0.000 inspect.py:973(getabsfile)
  559/255    0.006    0.000    0.015    0.000 _parser.py:512(_parse)
        1    0.000    0.000    0.015    0.015 __init__.py:167(_load_global_deps)
        2    0.000    0.000    0.015    0.008 platform.py:978(system)
        2    0.000    0.000    0.015    0.008 platform.py:889(uname)
        2    0.000    0.000    0.015    0.008 platform.py:321(_wmi_query)
        2    0.015    0.007    0.015    0.007 {built-in method _wmi.exec_query}
     1044    0.001    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:1202(path_stats)
      506    0.001    0.000    0.015    0.000 typing.py:673(Union)
      312    0.006    0.000    0.014    0.000 module.py:2506(__dir__)
        3    0.000    0.000    0.014    0.005 graph.py:1(<module>)
     8005    0.008    0.000    0.014    0.000 inspect.py:2729(__init__)
        1    0.000    0.000    0.014    0.014 defmatrix.py:1(<module>)
207816/206600    0.013    0.000    0.013    0.000 {built-in method builtins.len}
   124710    0.013    0.000    0.013    0.000 fromnumeric.py:2172(_sum_dispatcher)
      124    0.000    0.000    0.013    0.000 __init__.py:226(compile)
        1    0.000    0.000    0.013    0.013 _axes.py:46(Axes)
        1    0.000    0.000    0.013    0.013 client.py:1(<module>)
        5    0.000    0.000    0.013    0.003 common.py:1(<module>)
        1    0.000    0.000    0.013    0.013 graph_module.py:1(<module>)
        1    0.000    0.000    0.013    0.013 linalg.py:1(<module>)
        1    0.000    0.000    0.012    0.012 geo.py:1(<module>)
      952    0.012    0.000    0.012    0.000 {built-in method torch._C._jit_get_operation}
     9947    0.012    0.000    0.012    0.000 {method 'search' of 're.Pattern' objects}
      921    0.001    0.000    0.012    0.000 inspect.py:948(getsourcefile)
      105    0.000    0.000    0.012    0.000 inspect.py:604(getmembers)
      104    0.000    0.000    0.012    0.000 frontend.py:199(get_class_properties)
        2    0.000    0.000    0.012    0.006 core.py:206(read_style_directory)
      105    0.005    0.000    0.012    0.000 inspect.py:562(_getmembers)
        1    0.000    0.000    0.012    0.012 axis.py:1(<module>)
   106050    0.011    0.000    0.011    0.000 multiarray.py:1080(copyto)
        1    0.000    0.000    0.011    0.011 pool.py:1(<module>)
        1    0.011    0.011    0.011    0.011 {built-in method torch._C._freeze_module}
     4643    0.006    0.000    0.011    0.000 <frozen importlib._bootstrap>:124(setdefault)
        1    0.000    0.000    0.011    0.011 base_events.py:1(<module>)
   132243    0.011    0.000    0.011    0.000 __init__.py:1901(is_variant_loss)
        2    0.011    0.006    0.011    0.006 {method 'pin_memory' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.011    0.011 offsetbox.py:1(<module>)
        1    0.000    0.000    0.011    0.011 platform.py:445(win32_ver)
        1    0.000    0.000    0.011    0.011 platform.py:383(_win32_ver)
    56009    0.008    0.000    0.011    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.011    0.011 reinplace.py:1(<module>)
    39/34    0.000    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
    39/34    0.003    0.000    0.010    0.000 {built-in method _imp.exec_dynamic}
   124977    0.010    0.000    0.010    0.000 _jit_internal.py:1120(is_scripting)
       89    0.001    0.000    0.010    0.000 enum.py:515(__new__)
      246    0.000    0.000    0.010    0.000 _compiler.py:573(_code)
84589/51983    0.013    0.000    0.010    0.000 {built-in method builtins.hasattr}
       30    0.000    0.000    0.010    0.000 batchnorm.py:141(forward)
      973    0.001    0.000    0.010    0.000 __init__.py:711(__setitem__)
       30    0.000    0.000    0.010    0.000 functional.py:2451(batch_norm)
        6    0.000    0.000    0.010    0.002 rnn.py:1(<module>)
      106    0.004    0.000    0.010    0.000 __init__.py:355(namedtuple)
       30    0.009    0.000    0.010    0.000 {built-in method torch.batch_norm}
        1    0.000    0.000    0.010    0.010 context.py:1(<module>)
   132243    0.009    0.000    0.009    0.000 __init__.py:1908(is_variant_win)
        1    0.000    0.000    0.009    0.009 polar.py:1(<module>)
     2929    0.009    0.000    0.009    0.000 {built-in method torch._C._dispatch_has_kernel_for_dispatch_key}
      161    0.000    0.000    0.009    0.000 mctree.py:182(make_move)
        1    0.000    0.000    0.009    0.009 lines.py:1(<module>)
      437    0.000    0.000    0.009    0.000 artist.py:1536(number_of_parameters)
        2    0.000    0.000    0.009    0.004 node.py:1(<module>)
     7306    0.002    0.000    0.009    0.000 _mangling.py:44(is_mangled)
   132243    0.009    0.000    0.009    0.000 __init__.py:1915(is_variant_draw)
        1    0.000    0.000    0.009    0.009 rnn.py:896(GRU)
        1    0.000    0.000    0.009    0.009 fake_tensor.py:1(<module>)
        1    0.008    0.008    0.008    0.008 {built-in method torch._C._jit_pass_optimize_frozen_graph}
     7940    0.003    0.000    0.008    0.000 __init__.py:164(match)
     8105    0.004    0.000    0.008    0.000 typing.py:1169(__setattr__)
       94    0.001    0.000    0.008    0.000 __init__.py:1391(_preprocess_data)
     2686    0.004    0.000    0.008    0.000 typing.py:175(_type_check)
    77924    0.008    0.000    0.008    0.000 {method 'lstrip' of 'str' objects}
       78    0.000    0.000    0.008    0.000 dataclasses.py:568(_init_fn)
        1    0.000    0.000    0.008    0.008 exported_program.py:1(<module>)
        1    0.000    0.000    0.008    0.008 image.py:1(<module>)
        1    0.000    0.000    0.008    0.008 rnn.py:598(LSTM)
     4643    0.005    0.000    0.008    0.000 <frozen importlib._bootstrap>:372(release)
     2192    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1466(_path_importer_cache)
     1852    0.006    0.000    0.008    0.000 inspect.py:3015(__init__)
        1    0.000    0.000    0.008    0.008 _pickle.py:1(<module>)
       57    0.000    0.000    0.008    0.000 __init__.py:454(inner)
     2027    0.004    0.000    0.008    0.000 functools.py:35(update_wrapper)
        1    0.000    0.000    0.008    0.008 datapipe.py:1(<module>)
        4    0.000    0.000    0.008    0.002 profiler.py:1(<module>)
      954    0.000    0.000    0.008    0.000 artist.py:1542(is_alias)
    47308    0.008    0.000    0.008    0.000 {method 'endswith' of 'str' objects}
        6    0.000    0.000    0.007    0.001 conv.py:1(<module>)
     4643    0.004    0.000    0.007    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
    54822    0.007    0.000    0.007    0.000 {built-in method builtins.min}
      225    0.000    0.000    0.007    0.000 typing.py:726(Optional)
       26    0.000    0.000    0.007    0.000 _jit_internal.py:862(_check_overload_body)
      124    0.005    0.000    0.007    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.007    0.007 rnn.py:367(RNN)
       26    0.000    0.000    0.007    0.000 _sources.py:119(parse_def)
        1    0.000    0.000    0.007    0.007 module.py:2067(load_state_dict)
       26    0.000    0.000    0.007    0.000 _sources.py:102(make_source_context)
     52/1    0.000    0.000    0.007    0.007 module.py:2117(load)
