0.17s/move
         65369964 function calls (63706036 primitive calls) in 49.203 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    29020    0.091    0.000    0.091    0.000 {method 'clamp_min' of 'torch._C.TensorBase' objects}
    14510    0.089    0.000    0.089    0.000 {method 'softmax' of 'torch._C.TensorBase' objects}
  1744256    0.088    0.000    0.088    0.000 typing.py:2154(cast)
    14514    0.011    0.000    0.088    0.000 __init__.py:101(_nvml_based_avail)
    51744    0.041    0.000    0.087    0.000 __init__.py:2321(pop)
    29803    0.087    0.000    0.087    0.000 __init__.py:2145(is_repetition)
   145100    0.049    0.000    0.083    0.000 batchnorm.py:423(_check_input_dim)
        1    0.000    0.000    0.082    0.082 graph_module.py:1(<module>)
        3    0.000    0.000    0.082    0.027 graph.py:1(<module>)
896188/895588    0.080    0.000    0.080    0.000 {built-in method builtins.hash}
        3    0.003    0.001    0.077    0.026 __init__.py:434(_attack_table)
    14518    0.007    0.000    0.077    0.000 <frozen os>:779(getenv)
        2    0.000    0.000    0.076    0.038 _pytree.py:1(<module>)
     4242    0.074    0.000    0.074    0.000 {built-in method nt.stat}
    10816    0.015    0.000    0.074    0.000 __init__.py:395(_sliding_attacks)
      317    0.004    0.000    0.074    0.000 parallel_mctree.py:188(make_move)
     4160    0.001    0.000    0.073    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
    16138    0.016    0.000    0.072    0.000 __init__.py:3557(_generate_evasions)
   173945    0.070    0.000    0.070    0.000 __init__.py:476(between)
    14534    0.017    0.000    0.070    0.000 <frozen _collections_abc>:804(get)
    52125    0.039    0.000    0.069    0.000 __init__.py:939(_set_piece_at)
       88    0.000    0.000    0.069    0.001 _pytree.py:161(register_pytree_node)
       27    0.000    0.000    0.068    0.003 inspect.py:1063(findsource)
   888548    0.068    0.000    0.068    0.000 __init__.py:211(square_file)
        1    0.000    0.000    0.067    0.067 return_types.py:1(<module>)
        2    0.000    0.000    0.067    0.033 library.py:376(wrap)
       85    0.000    0.000    0.067    0.001 return_types.py:13(pytree_register_structseq)
   256807    0.066    0.000    0.066    0.000 {method 'join' of 'str' objects}
        2    0.000    0.000    0.066    0.033 batchnorm.py:1(<module>)
   237672    0.066    0.000    0.066    0.000 {method 'replace' of 'str' objects}
      127    0.002    0.000    0.065    0.001 inspect.py:981(getmodule)
        1    0.000    0.000    0.065    0.065 impl.py:213(_register_impl)
        1    0.000    0.000    0.065    0.065 inspect.py:1677(getframeinfo)
        2    0.000    0.000    0.064    0.032 _functions.py:1(<module>)
    14510    0.064    0.000    0.064    0.000 {built-in method numpy.asarray}
      897    0.007    0.000    0.063    0.000 <frozen importlib._bootstrap_external>:751(_compile_bytecode)
   698923    0.062    0.000    0.062    0.000 __init__.py:215(square_rank)
    53810    0.036    0.000    0.059    0.000 __init__.py:219(square_distance)
    13416    0.009    0.000    0.057    0.000 __init__.py:3615(_attacked_for_king)
      897    0.055    0.000    0.055    0.000 {built-in method marshal.loads}
    14510    0.055    0.000    0.055    0.000 {built-in method torch.from_numpy}
    51880    0.011    0.000    0.053    0.000 {built-in method builtins.getattr}
    29803    0.023    0.000    0.053    0.000 __init__.py:1997(is_insufficient_material)
    29020    0.053    0.000    0.053    0.000 {method 'expand_as' of 'torch._C.TensorBase' objects}
    14538    0.035    0.000    0.053    0.000 <frozen os>:680(__getitem__)
    52061    0.026    0.000    0.052    0.000 __init__.py:2194(_board_state)
      743    0.001    0.000    0.052    0.000 _pytree.py:903(tree_map_)
    14510    0.010    0.000    0.051    0.000 flatten.py:48(forward)
    58556    0.039    0.000    0.049    0.000 __init__.py:3648(_from_chess960)
     8885    0.032    0.000    0.049    0.000 <frozen importlib._bootstrap_external>:96(_path_join)
   145100    0.029    0.000    0.049    0.000 __init__.py:36(__get__)
      912    0.003    0.000    0.048    0.000 __init__.py:34(_add_op_to_registry)
      883    0.002    0.000    0.047    0.000 <frozen ntpath>:700(realpath)
   810393    0.046    0.000    0.046    0.000 parallel_node.py:64(maximize)
     2018    0.004    0.000    0.045    0.000 _ops.py:800(__getattr__)
        4    0.000    0.000    0.044    0.011 functional.py:1(<module>)
       10    0.000    0.000    0.044    0.004 linear.py:1(<module>)
   741447    0.042    0.000    0.042    0.000 parallel_node.py:69(minimize)
81359/29578    0.042    0.000    0.042    0.000 parallel_node.py:105(bubble_up)
   174152    0.041    0.000    0.041    0.000 {method 'dim' of 'torch._C.TensorBase' objects}
    14510    0.041    0.000    0.041    0.000 {method 'flatten' of 'torch._C.TensorBase' objects}
5029/4693    0.004    0.000    0.041    0.000 typing.py:392(inner)
    33264    0.013    0.000    0.040    0.000 __init__.py:3616(<genexpr>)
    29396    0.020    0.000    0.040    0.000 grad_mode.py:183(__init__)
     4553    0.011    0.000    0.040    0.000 <frozen importlib._bootstrap>:304(acquire)
     1766    0.040    0.000    0.040    0.000 {built-in method nt._getfinalpathname}
        6    0.000    0.000    0.040    0.007 _ops.py:248(__init__)
    14698    0.016    0.000    0.040    0.000 grad_mode.py:83(__exit__)
       88    0.000    0.000    0.039    0.000 dataclasses.py:1257(wrap)
       88    0.002    0.000    0.039    0.000 dataclasses.py:921(_process_class)
    29020    0.038    0.000    0.038    0.000 {built-in method numpy.zeros}
    29020    0.037    0.000    0.037    0.000 {method 'item' of 'torch._C.TensorBase' objects}
    14698    0.015    0.000    0.036    0.000 grad_mode.py:79(__enter__)
        1    0.000    0.000    0.034    0.034 graph_drawer.py:1(<module>)
     3491    0.003    0.000    0.034    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        1    0.000    0.000    0.034    0.034 shape_prop.py:1(<module>)
    92207    0.034    0.000    0.034    0.000 {method 'split' of 'str' objects}
        2    0.000    0.000    0.032    0.016 __config__.py:1(<module>)
    30237    0.009    0.000    0.032    0.000 {built-in method builtins.all}
   174248    0.032    0.000    0.032    0.000 {method 'values' of 'collections.OrderedDict' objects}
    14510    0.032    0.000    0.032    0.000 {built-in method torch._C._cuda_synchronize}
    51744    0.031    0.000    0.031    0.000 __init__.py:1454(restore)
   240638    0.031    0.000    0.031    0.000 __init__.py:3240(clean_castling_rights)
   203176    0.031    0.000    0.031    0.000 {built-in method builtins.iter}
146404/395    0.071    0.000    0.031    0.000 {built-in method builtins.any}
263991/263383    0.030    0.000    0.031    0.000 {built-in method builtins.isinstance}
    52061    0.031    0.000    0.031    0.000 __init__.py:3196(is_zeroing)
        1    0.000    0.000    0.031    0.031 __init__.py:441(_make_elementwise_unary_prim)
        1    0.000    0.000    0.031    0.031 __init__.py:261(_make_prim)
     2018    0.029    0.000    0.030    0.000 _ops.py:547(__init__)
   348856    0.030    0.000    0.030    0.000 {built-in method builtins.abs}
      521    0.001    0.000    0.029    0.000 __init__.py:173(decomposition_decorator)
        1    0.000    0.000    0.028    0.028 python.py:1(<module>)
        1    0.000    0.000    0.028    0.028 rng_prims.py:1(<module>)
        1    0.000    0.000    0.027    0.027 rng_prims.py:206(register_run_with_rng_state_op)
    52061    0.027    0.000    0.027    0.000 __init__.py:1434(__init__)
    14510    0.004    0.000    0.026    0.000 _utils.py:735(<lambda>)
        1    0.000    0.000    0.026    0.026 rng_prims.py:161(register_run_and_save_rng_state_op)
   174147    0.026    0.000    0.026    0.000 {built-in method torch._C._has_torch_function_variadic}
      535    0.000    0.000    0.025    0.000 __init__.py:182(register)
        1    0.003    0.003    0.025    0.025 {built-in method torch._C._initExtension}
29024/29021    0.008    0.000    0.025    0.000 __init__.py:263(_lazy_init)
      376    0.002    0.000    0.025    0.000 dataclasses.py:449(_create_fn)
        1    0.000    0.000    0.025    0.025 model.py:13(__init__)
     1372    0.001    0.000    0.024    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
    14706    0.022    0.000    0.024    0.000 grad_mode.py:74(__init__)
        5    0.022    0.004    0.024    0.005 parallel_mctree.py:465(clean_lookup_dict)
        1    0.000    0.000    0.023    0.023 __init__.py:167(_load_global_deps)
        2    0.000    0.000    0.023    0.012 platform.py:983(system)
        2    0.000    0.000    0.023    0.012 platform.py:894(uname)
     1794    0.004    0.000    0.023    0.000 <frozen importlib._bootstrap_external>:482(cache_from_source)
        1    0.000    0.000    0.023    0.023 hub.py:1(<module>)
     4553    0.004    0.000    0.023    0.000 <frozen importlib._bootstrap>:162(__enter__)
     1245    0.001    0.000    0.023    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        1    0.000    0.000    0.023    0.023 _jit_internal.py:1(<module>)
        1    0.000    0.000    0.023    0.023 debug_prims.py:1(<module>)
    14706    0.017    0.000    0.023    0.000 _contextlib.py:149(__new__)
     1062    0.001    0.000    0.023    0.000 <frozen importlib._bootstrap>:416(__enter__)
    29803    0.010    0.000    0.022    0.000 __init__.py:2002(<genexpr>)
        1    0.000    0.000    0.022    0.022 impl.py:1(<module>)
    14510    0.007    0.000    0.022    0.000 __init__.py:776(current_device)
    14510    0.021    0.000    0.021    0.000 {built-in method torch.dropout}
      897    0.021    0.000    0.021    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.021    0.021 mock.py:1(<module>)
    81297    0.021    0.000    0.021    0.000 parallel_node.py:59(is_leaf)
      319    0.005    0.000    0.020    0.000 parallel_mctree.py:264(apply_dirichlet)
   145100    0.020    0.000    0.020    0.000 {built-in method torch._C._get_cudnn_enabled}
        2    0.000    0.000    0.020    0.010 model.py:1(<module>)
      945    0.002    0.000    0.019    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
      415    0.003    0.000    0.019    0.000 wrappers.py:221(_out_wrapper)
     4553    0.013    0.000    0.019    0.000 <frozen importlib._bootstrap>:124(setdefault)
        2    0.000    0.000    0.018    0.009 platform.py:321(_wmi_query)
        2    0.018    0.009    0.018    0.009 {built-in method _wmi.exec_query}
    92368    0.018    0.000    0.018    0.000 __init__.py:576(__bool__)
       88    0.000    0.000    0.018    0.000 dataclasses.py:1240(dataclass)
    14543    0.009    0.000    0.018    0.000 <frozen os>:754(encodekey)
        2    0.000    0.000    0.018    0.009 _meta_registrations.py:3072(wrapper)
       76    0.000    0.000    0.018    0.000 _meta_registrations.py:3073(register)
        1    0.000    0.000    0.018    0.018 request.py:1(<module>)
     1288    0.003    0.000    0.017    0.000 typing.py:1242(__init__)
    14515    0.017    0.000    0.017    0.000 {built-in method torch._C._cuda_getDeviceCount}
  745/510    0.000    0.000    0.017    0.000 typing.py:508(__getitem__)
      743    0.000    0.000    0.017    0.000 inspect.py:3308(signature)
        1    0.000    0.000    0.017    0.017 index_tricks.py:1(<module>)
      743    0.000    0.000    0.017    0.000 inspect.py:3050(from_callable)
   206362    0.017    0.000    0.017    0.000 __init__.py:1888(is_variant_end)
  874/743    0.003    0.000    0.016    0.000 inspect.py:2470(_signature_from_callable)
      996    0.002    0.000    0.016    0.000 _ops.py:905(__getattr__)
        1    0.000    0.000    0.016    0.016 parallel_mctree.py:20(MCTree)
      884    0.001    0.000    0.016    0.000 inspect.py:969(getabsfile)
    58890    0.008    0.000    0.015    0.000 __init__.py:2409(has_legal_en_passant)
    29028    0.009    0.000    0.015    0.000 __init__.py:216(is_initialized)
     1823    0.001    0.000    0.015    0.000 <frozen importlib._bootstrap>:632(cached)
   108933    0.015    0.000    0.015    0.000 {method 'pop' of 'list' objects}
       13    0.000    0.000    0.015    0.001 init.py:406(kaiming_uniform_)
      508    0.002    0.000    0.015    0.000 typing.py:687(Union)
    29396    0.015    0.000    0.015    0.000 {built-in method torch._C._set_grad_enabled}
22282/21889    0.010    0.000    0.015    0.000 {built-in method __new__ of type object at 0x00007FFCFE3A5720}
       16    0.014    0.001    0.014    0.001 {method 'uniform_' of 'torch._C.TensorBase' objects}
      926    0.001    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
        3    0.000    0.000    0.014    0.005 linear.py:92(__init__)
        3    0.000    0.000    0.014    0.005 linear.py:105(reset_parameters)
        1    0.000    0.000    0.014    0.014 client.py:1(<module>)
        1    0.000    0.000    0.014    0.014 reinplace.py:1(<module>)
      897    0.001    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:1202(path_stats)
      319    0.009    0.000    0.014    0.000 {method 'dirichlet' of 'numpy.random.mtrand.RandomState' objects}
        1    0.000    0.000    0.013    0.013 defmatrix.py:1(<module>)
        2    0.013    0.007    0.013    0.007 {method 'pin_memory' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.013    0.013 platform.py:445(win32_ver)
        1    0.000    0.000    0.013    0.013 platform.py:383(_win32_ver)
106876/106499    0.013    0.000    0.013    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.013    0.013 dynamic_shapes.py:1(<module>)
    14523    0.008    0.000    0.013    0.000 _VF.py:26(__getattr__)
      996    0.012    0.000    0.012    0.000 {built-in method torch._C._jit_get_operation}
      937    0.001    0.000    0.012    0.000 inspect.py:944(getsourcefile)
        1    0.000    0.000    0.012    0.012 linalg.py:1(<module>)
        1    0.000    0.000    0.012    0.012 utilities.py:21(Color)
        1    0.012    0.012    0.012    0.012 {built-in method nt.system}
    29803    0.008    0.000    0.012    0.000 __init__.py:2042(is_seventyfive_moves)
        1    0.000    0.000    0.012    0.012 fake_tensor.py:1(<module>)
      575    0.001    0.000    0.012    0.000 __init__.py:280(_compile)
        1    0.000    0.000    0.012    0.012 base_events.py:1(<module>)
    29803    0.012    0.000    0.012    0.000 __init__.py:2004(has_insufficient_material)
    52061    0.011    0.000    0.011    0.000 __init__.py:3663(_to_chess960)
    29/24    0.000    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
        2    0.000    0.000    0.011    0.006 callable.py:1(<module>)
    29/24    0.003    0.000    0.011    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.011    0.011 _utils_internal.py:1(<module>)
        1    0.000    0.000    0.011    0.011 exported_program.py:1(<module>)
        6    0.000    0.000    0.010    0.002 rnn.py:1(<module>)
       69    0.000    0.000    0.010    0.000 _compiler.py:740(compile)
       93    0.000    0.000    0.010    0.000 __init__.py:226(compile)
    44094    0.010    0.000    0.010    0.000 {built-in method torch.is_grad_enabled}
    14510    0.005    0.000    0.010    0.000 __init__.py:364(__enter__)
    55666    0.008    0.000    0.010    0.000 {built-in method builtins.max}
      491    0.003    0.000    0.010    0.000 inspect.py:2366(_signature_from_function)
       88    0.001    0.000    0.010    0.000 dataclasses.py:568(_init_fn)
    87060    0.010    0.000    0.010    0.000 {built-in method torch._C._has_torch_function_unary}
        1    0.000    0.000    0.010    0.010 function.py:1(<module>)
     3090    0.009    0.000    0.009    0.000 {built-in method torch._C._dispatch_has_kernel_for_dispatch_key}
        1    0.000    0.000    0.009    0.009 graphs.py:1(<module>)
        1    0.000    0.000    0.009    0.009 node.py:1(<module>)
        1    0.000    0.000    0.009    0.009 rnn.py:929(GRU)
        1    0.000    0.000    0.009    0.009 numerictypes.py:1(<module>)
     8181    0.005    0.000    0.009    0.000 typing.py:1188(__setattr__)
        1    0.000    0.000    0.009    0.009 autograd_function.py:1(<module>)
        2    0.000    0.000    0.009    0.004 quantization_mappings.py:1(<module>)
        1    0.000    0.000    0.009    0.009 rnn.py:630(LSTM)
        1    0.000    0.000    0.008    0.008 _pickle.py:1(<module>)
     2655    0.004    0.000    0.008    0.000 typing.py:175(_type_check)
    14515    0.004    0.000    0.008    0.000 __init__.py:96(_is_compiled)
        6    0.000    0.000    0.008    0.001 conv.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _tensor.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _type_aliases.py:1(<module>)
     3936    0.004    0.000    0.008    0.000 __init__.py:585(from_uci)
     1944    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1469(_path_importer_cache)
      220    0.000    0.000    0.008    0.000 _meta_registrations.py:44(wrapper)
      235    0.000    0.000    0.008    0.000 typing.py:740(Optional)
     4553    0.005    0.000    0.008    0.000 <frozen importlib._bootstrap>:372(release)
        1    0.000    0.000    0.008    0.008 rnn.py:368(RNN)
    14510    0.004    0.000    0.008    0.000 __init__.py:367(__exit__)
    44123    0.008    0.000    0.008    0.000 {method 'startswith' of 'str' objects}
        4    0.000    0.000    0.008    0.002 profiler.py:1(<module>)
       56    0.000    0.000    0.008    0.000 __init__.py:457(inner)
     4553    0.004    0.000    0.008    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
      364    0.001    0.000    0.008    0.000 typing.py:1449(__getitem__)
    25714    0.006    0.000    0.008    0.000 {built-in method builtins.hasattr}
       26    0.000    0.000    0.007    0.000 _jit_internal.py:860(_check_overload_body)
       85    0.003    0.000    0.007    0.000 __init__.py:355(namedtuple)
       26    0.000    0.000    0.007    0.000 _sources.py:119(parse_def)
      126    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
       26    0.000    0.000    0.007    0.000 _sources.py:102(make_source_context)
        1    0.000    0.000    0.007    0.007 _freeze.py:1(<module>)
      846    0.007    0.000    0.007    0.000 {built-in method nt._path_exists}
        1    0.000    0.000    0.007    0.007 parser.py:1(<module>)
      128    0.006    0.000    0.007    0.000 library.py:80(define)
     1691    0.004    0.000    0.007    0.000 functools.py:35(update_wrapper)
    43135    0.007    0.000    0.007    0.000 {method 'endswith' of 'str' objects}
     1288    0.001    0.000    0.007    0.000 typing.py:1147(__init__)
        1    0.000    0.000    0.007    0.007 tempfile.py:1(<module>)
        1    0.000    0.000    0.007    0.007 py3k.py:1(<module>)
      518    0.001    0.000    0.007    0.000 typing.py:1458(copy_with)
        1    0.000    0.000    0.007    0.007 feedparser.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _script.py:1(<module>)
       37    0.000    0.000    0.007    0.000 __init__.py:1012(inner)
    14510    0.007    0.000    0.007    0.000 {built-in method torch._C._cuda_getDevice}
     1674    0.005    0.000    0.006    0.000 _ops.py:100(inner)
     2018    0.006    0.000    0.006    0.000 {built-in method torch._C._get_operation_overload}
        6    0.000    0.000    0.006    0.001 linear_relu.py:1(<module>)
        1    0.000    0.000    0.006    0.006 serialization.py:1(<module>)
        1    0.000    0.000    0.006    0.006 find_first_use_of_broken_modules.py:1(<module>)
        1    0.000    0.000    0.006    0.006 numeric.py:1(<module>)
       66    0.001    0.000    0.006    0.000 enum.py:528(__new__)
     1980    0.001    0.000    0.006    0.000 __init__.py:3602(generate_legal_ep)
      926    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1588(_get_spec)
    29021    0.006    0.000    0.006    0.000 {built-in method torch._C._cuda_isInBadFork}
      126    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
     5218    0.005    0.000    0.006    0.000 __init__.py:1773(generate_pseudo_legal_ep)
        1    0.000    0.000    0.006    0.006 package_exporter.py:1(<module>)
       69    0.000    0.000    0.006    0.000 _parser.py:969(parse)
      301    0.000    0.000    0.006    0.000 _meta_registrations.py:47(register)
        1    0.000    0.000    0.006    0.006 platform.py:771(_get_machine_win32)
