Invalid macro definition.
traced model
traced model
0.80moves/sec -> 0
         6763874 function calls (5441169 primitive calls) in 127.297 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10165    0.018    0.000    0.041    0.000 grad_mode.py:80(__enter__)
     6615    0.028    0.000    0.041    0.000 <frozen importlib._bootstrap_external>:101(_path_join)
      548    0.001    0.000    0.040    0.000 __init__.py:205(decomposition_decorator)
     9915    0.039    0.000    0.039    0.000 {method 'legal_moves' of 'bulletchess.Board' objects}
     4245    0.039    0.000    0.039    0.000 {built-in method nt.stat}
   318539    0.038    0.000    0.038    0.000 node.py:70(minimize)
      947    0.001    0.000    0.037    0.000 inspect.py:3373(signature)
    10174    0.028    0.000    0.037    0.000 _contextlib.py:158(__new__)
      947    0.001    0.000    0.036    0.000 inspect.py:3094(from_callable)
 1398/947    0.007    0.000    0.036    0.000 inspect.py:2487(_signature_from_callable)
     3815    0.001    0.000    0.035    0.000 <frozen importlib._bootstrap_external>:145(_path_stat)
    27446    0.013    0.000    0.035    0.000 __init__.py:164(match)
        2    0.034    0.017    0.034    0.017 {built-in method torch._C._freeze_module}
        1    0.000    0.000    0.034    0.034 hub.py:1(<module>)
      569    0.000    0.000    0.033    0.000 __init__.py:214(register)
        4    0.000    0.000    0.033    0.008 functional.py:1(<module>)
        1    0.000    0.000    0.033    0.033 fake_tensor.py:1(<module>)
   260968    0.032    0.000    0.032    0.000 node.py:65(maximize)
    27727    0.011    0.000    0.032    0.000 __init__.py:330(_compile)
        1    0.000    0.000    0.032    0.032 function.py:1(<module>)
        1    0.000    0.000    0.032    0.032 python.py:1(<module>)
 1073/748    0.001    0.000    0.031    0.000 typing.py:574(__getitem__)
    20330    0.031    0.000    0.031    0.000 {built-in method torch._C._set_grad_enabled}
     4273    0.009    0.000    0.030    0.000 _ops.py:1125(_has_script_object_arg)
      925    0.030    0.000    0.030    0.000 {method 'read' of '_io.BufferedReader' objects}
    27236    0.008    0.000    0.030    0.000 _jit_internal.py:920(is_ignored_fn)
        2    0.000    0.000    0.029    0.015 __config__.py:1(<module>)
      457    0.004    0.000    0.027    0.000 wrappers.py:255(_out_wrapper)
      710    0.003    0.000    0.026    0.000 typing.py:753(Union)
        1    0.000    0.000    0.026    0.026 nested_tensor.py:1(<module>)
    24365    0.025    0.000    0.025    0.000 {method 'replace' of 'str' objects}
     1848    0.005    0.000    0.025    0.000 <frozen importlib._bootstrap_external>:513(cache_from_source)
        1    0.000    0.000    0.025    0.025 nested_int.py:1(<module>)
      976    0.002    0.000    0.025    0.000 _ops.py:1134(__init__)
        1    0.000    0.000    0.025    0.025 _python_dispatch.py:1(<module>)
        1    0.003    0.003    0.024    0.024 {built-in method torch._C._initExtension}
      736    0.000    0.000    0.023    0.000 annotations.py:512(ann_to_type)
        1    0.001    0.001    0.023    0.023 utilities.py:1(<module>)
        1    0.000    0.000    0.023    0.023 _index_tricks_impl.py:1(<module>)
 1104/736    0.006    0.000    0.023    0.000 annotations.py:402(try_ann_to_type)
        1    0.000    0.000    0.023    0.023 mock.py:1(<module>)
        1    0.000    0.000    0.022    0.022 dataframes.py:1(<module>)
        1    0.000    0.000    0.022    0.022 transformer.py:344(__init__)
        2    0.000    0.000    0.022    0.011 model.py:1(<module>)
        1    0.000    0.000    0.022    0.022 transformer.py:1180(_get_clones)
     2856    0.006    0.000    0.022    0.000 module.py:1966(__setattr__)
   3880/8    0.005    0.000    0.022    0.003 copy.py:119(deepcopy)
   1040/8    0.001    0.000    0.022    0.003 copy.py:248(_reconstruct)
    320/8    0.001    0.000    0.022    0.003 copy.py:218(_deepcopy_dict)
        1    0.000    0.000    0.021    0.021 request.py:1(<module>)
        1    0.000    0.000    0.021    0.021 utilities.py:22(Color)
        1    0.021    0.021    0.021    0.021 {built-in method nt.system}
     1102    0.004    0.000    0.021    0.000 typing.py:1423(__init__)
     1970    0.020    0.000    0.021    0.000 _ops.py:761(__init__)
      970    0.003    0.000    0.021    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
        1    0.000    0.000    0.020    0.020 _decorator.py:1(<module>)
        6    0.000    0.000    0.020    0.003 linear_relu.py:1(<module>)
     1138    0.001    0.000    0.020    0.000 _ops.py:1375(_get_packet)
        1    0.000    0.000    0.019    0.019 defmatrix.py:1(<module>)
        1    0.000    0.000    0.019    0.019 _utils_internal.py:1(<module>)
19092/18696    0.015    0.000    0.019    0.000 {built-in method __new__ of type object at 0x00007FF9AB7098A0}
        2    0.000    0.000    0.019    0.010 _pytree.py:1(<module>)
     4465    0.005    0.000    0.019    0.000 <frozen importlib._bootstrap>:162(__enter__)
        1    0.000    0.000    0.019    0.019 associative_scan.py:1(<module>)
        1    0.000    0.000    0.019    0.019 _vmap_internals.py:1(<module>)
        1    0.000    0.000    0.019    0.019 _symbolic_trace.py:1(<module>)
        1    0.000    0.000    0.018    0.018 datapipe.py:1(<module>)
      692    0.006    0.000    0.018    0.000 inspect.py:2383(_signature_from_function)
        1    0.000    0.000    0.018    0.018 _linalg.py:1(<module>)
        1    0.000    0.000    0.018    0.018 client.py:1(<module>)
     4926    0.009    0.000    0.018    0.000 _script.py:222(__contains__)
        1    0.000    0.000    0.018    0.018 aoti_call_delegate.py:1(<module>)
     1138    0.017    0.000    0.017    0.000 {built-in method torch._C._jit_get_operation}
   196886    0.017    0.000    0.017    0.000 {built-in method builtins.callable}
     1101    0.001    0.000    0.017    0.000 inspect.py:988(getabsfile)
     3278    0.001    0.000    0.017    0.000 _ops.py:1148(<genexpr>)
       84    0.000    0.000    0.017    0.000 __init__.py:287(compile)
       83    0.000    0.000    0.017    0.000 _compiler.py:743(compile)
    18464    0.014    0.000    0.016    0.000 _ops.py:1126(<genexpr>)
     1004    0.001    0.000    0.016    0.000 <frozen importlib._bootstrap>:416(__enter__)
       12    0.000    0.000    0.016    0.001 linear.py:124(forward)
       12    0.016    0.001    0.016    0.001 {built-in method torch._C._nn.linear}
     1875    0.001    0.000    0.016    0.000 <frozen importlib._bootstrap>:632(cached)
     1380    0.003    0.000    0.015    0.000 inspect.py:959(getsourcefile)
    20590    0.015    0.000    0.015    0.000 {method 'undo' of 'bulletchess.Board' objects}
        1    0.000    0.000    0.015    0.015 von_mises.py:1(<module>)
      951    0.001    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:642(_get_cached)
        1    0.000    0.000    0.015    0.015 _import_utils.py:32(import_dill)
       18    0.000    0.000    0.015    0.001 utils.py:1(<module>)
    30690    0.015    0.000    0.015    0.000 node.py:60(is_leaf)
        2    0.000    0.000    0.015    0.007 _ops.py:1(<module>)
        1    0.000    0.000    0.015    0.015 _lazy_graph_module.py:1(<module>)
    14924    0.015    0.000    0.015    0.000 {method 'split' of 'str' objects}
    30543    0.015    0.000    0.015    0.000 {built-in method torch.is_grad_enabled}
      130    0.000    0.000    0.015    0.000 traceback.py:249(extract_stack)
        3    0.000    0.000    0.015    0.005 graph.py:1(<module>)
    45593    0.010    0.000    0.015    0.000 inspect.py:306(ismethod)
     1446    0.001    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:155(_path_is_mode_type)
      130    0.000    0.000    0.014    0.000 traceback.py:431(extract)
        1    0.000    0.000    0.014    0.014 graph_module.py:1(<module>)
     1305    0.001    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:164(_path_isfile)
      130    0.002    0.000    0.014    0.000 traceback.py:453(_extract_from_extended_frame_gen)
      127    0.001    0.000    0.014    0.000 library.py:94(__init__)
   138166    0.014    0.000    0.014    0.000 {method 'isdigit' of 'str' objects}
     4465    0.006    0.000    0.014    0.000 <frozen importlib._bootstrap>:124(setdefault)
        1    0.000    0.000    0.013    0.013 _jit_internal.py:1(<module>)
      268    0.000    0.000    0.013    0.000 _meta_registrations.py:62(wrapper)
      325    0.001    0.000    0.013    0.000 typing.py:806(Optional)
76895/76454    0.013    0.000    0.013    0.000 {built-in method builtins.len}
     5979    0.005    0.000    0.013    0.000 typing.py:1719(__getitem__)
     3156    0.013    0.000    0.013    0.000 {built-in method torch._C._dispatch_has_kernel_for_dispatch_key}
        1    0.000    0.000    0.012    0.012 device_mesh.py:1(<module>)
        1    0.000    0.000    0.012    0.012 platform.py:837(_get_machine_win32)
    20690    0.012    0.000    0.012    0.000 {method 'apply' of 'bulletchess.Board' objects}
        2    0.000    0.000    0.012    0.006 base_hop.py:56(__init__)
        1    0.000    0.000    0.012    0.012 compile_time_profiler.py:1(<module>)
     1128    0.011    0.000    0.012    0.000 module.py:479(__init__)
     2277    0.006    0.000    0.012    0.000 functools.py:36(update_wrapper)
        6    0.000    0.000    0.011    0.002 rnn.py:1(<module>)
    11237    0.010    0.000    0.011    0.000 module.py:1949(__getattr__)
    61507    0.011    0.000    0.011    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.011    0.011 base_events.py:1(<module>)
       83    0.000    0.000    0.011    0.000 _parser.py:970(parse)
      138    0.002    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:1675(_fill_cache)
        1    0.000    0.000    0.011    0.011 _guards.py:1(<module>)
      370    0.001    0.000    0.010    0.000 _script.py:628(__init__)
   196/83    0.001    0.000    0.010    0.000 _parser.py:451(_parse_sub)
    27/24    0.000    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:1326(exec_module)
        1    0.000    0.000    0.010    0.010 rnn.py:1162(GRU)
    37904    0.007    0.000    0.010    0.000 frontend.py:211(<lambda>)
        1    0.000    0.000    0.010    0.010 __init__.py:2805(_import_device_backends)
        1    0.000    0.000    0.010    0.010 __init__.py:999(entry_points)
      113    0.000    0.000    0.010    0.000 custom_ops.py:907(get_library_allowing_overwrite)
        2    0.000    0.000    0.010    0.005 bn_relu.py:1(<module>)
   234/86    0.003    0.000    0.010    0.000 _parser.py:511(_parse)
       63    0.000    0.000    0.010    0.000 __init__.py:1008(<genexpr>)
       96    0.000    0.000    0.010    0.000 parameter.py:63(__deepcopy__)
        1    0.000    0.000    0.010    0.010 distributed_c10d.py:1(<module>)
      738    0.001    0.000    0.010    0.000 _script.py:306(init_then_script)
8801/2850    0.008    0.000    0.010    0.000 {built-in method builtins.any}
      129    0.005    0.000    0.010    0.000 library.py:139(define)
     4465    0.006    0.000    0.010    0.000 <frozen importlib._bootstrap>:372(release)
        4    0.000    0.000    0.010    0.002 profiler.py:1(<module>)
        1    0.000    0.000    0.009    0.009 _invoke_quant.py:1(<module>)
        1    0.000    0.000    0.009    0.009 rnn.py:797(LSTM)
      353    0.000    0.000    0.009    0.000 _meta_registrations.py:65(register)
      104    0.009    0.000    0.009    0.000 {method 'clone' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.009    0.009 _invoke_quant.py:26(__init__)
     2484    0.004    0.000    0.009    0.000 typing.py:173(_type_check)
     7281    0.004    0.000    0.009    0.000 typing.py:1368(__setattr__)
        1    0.000    0.000    0.009    0.009 rnn.py:470(RNN)
      147    0.009    0.000    0.009    0.000 {built-in method nt.listdir}
     1970    0.009    0.000    0.009    0.000 {built-in method torch._C._get_operation_overload}
      962    0.009    0.000    0.009    0.000 {method '__exit__' of '_io._IOBase' objects}
        2    0.000    0.000    0.008    0.004 conv_fused.py:1(<module>)
    27/24    0.004    0.000    0.008    0.000 {built-in method _imp.exec_dynamic}
        2    0.000    0.000    0.008    0.004 quantization_mappings.py:1(<module>)
      100    0.001    0.000    0.008    0.000 __init__.py:516(_make_inplace)
     1745    0.007    0.000    0.008    0.000 _ops.py:131(inner)
    48554    0.008    0.000    0.008    0.000 {method 'add' of 'set' objects}
    28174    0.008    0.000    0.008    0.000 {method 'match' of 're.Pattern' objects}
       56    0.000    0.000    0.008    0.000 __init__.py:473(inner)
        1    0.000    0.000    0.008    0.008 __init__.py:340(__getattr__)
       73    0.001    0.000    0.008    0.000 enum.py:498(__new__)
      738    0.001    0.000    0.008    0.000 _script.py:529(__init__)
    18849    0.008    0.000    0.008    0.000 {method 'items' of 'dict' objects}
       26    0.000    0.000    0.008    0.000 _jit_internal.py:995(_check_overload_body)
        1    0.000    0.000    0.008    0.008 parser.py:1(<module>)
       26    0.000    0.000    0.008    0.000 _sources.py:120(parse_def)
       93    0.003    0.000    0.008    0.000 __init__.py:358(namedtuple)
        1    0.000    0.000    0.008    0.008 cli.py:1(<module>)
        1    0.000    0.000    0.008    0.008 library.py:1(<module>)
       26    0.000    0.000    0.008    0.000 _sources.py:103(make_source_context)
        1    0.000    0.000    0.008    0.008 numeric.py:1(<module>)
        1    0.000    0.000    0.008    0.008 multiarray.py:1(<module>)
     1170    0.002    0.000    0.008    0.000 typing.py:260(_collect_type_parameters)
        1    0.000    0.000    0.008    0.008 node.py:1(<module>)
        8    0.000    0.000    0.007    0.001 _utils.py:1(<module>)
        1    0.000    0.000    0.007    0.007 feedparser.py:1(<module>)
262079/17825    0.047    0.000    0.007    0.000 {built-in method builtins.hasattr}
    47621    0.007    0.000    0.007    0.000 {method 'append' of 'list' objects}
        2    0.000    0.000    0.007    0.004 overrides.py:1(<module>)
     4273    0.007    0.000    0.007    0.000 {built-in method torch._C._get_schema}
     2966    0.004    0.000    0.007    0.000 inspect.py:2754(__init__)
        1    0.000    0.000    0.007    0.007 rng_prims.py:318(register_graphsafe_run_with_rng_state_op)
        1    0.000    0.000    0.007    0.007 torch_version.py:1(<module>)
      953    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1619(_get_spec)
        1    0.000    0.000    0.007    0.007 _freeze.py:1(<module>)
     4465    0.005    0.000    0.007    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
        1    0.000    0.000    0.007    0.007 rng_prims.py:320(__init__)
     8464    0.004    0.000    0.007    0.000 _jit_internal.py:85(is_final)
      113    0.000    0.000    0.007    0.000 utils.py:71(lookup_op)
        1    0.000    0.000    0.007    0.007 meta_utils.py:1(<module>)
      513    0.000    0.000    0.007    0.000 traceback.py:371(line)
        1    0.000    0.000    0.007    0.007 find_first_use_of_broken_modules.py:1(<module>)
     1106    0.001    0.000    0.007    0.000 typing.py:1307(__init__)
        1    0.000    0.000    0.007    0.007 _pickle.py:1(<module>)
        1    0.000    0.000    0.007    0.007 autograd_function.py:1(<module>)
      421    0.006    0.000    0.007    0.000 utils.py:122(is_tensorlist_like_type)
        1    0.000    0.000    0.007    0.007 autograd_function.py:741(__init__)
     1437    0.005    0.000    0.006    0.000 inspect.py:3042(__init__)
        1    0.000    0.000    0.006    0.006 _script.py:1(<module>)
     1408    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1500(_path_importer_cache)
      621    0.000    0.000    0.006    0.000 linecache.py:32(getlines)
       37    0.000    0.000    0.006    0.000 __init__.py:1058(inner)
    368/4    0.002    0.000    0.006    0.002 module.py:925(_apply)
        1    0.000    0.000    0.006    0.006 _dtype_like.py:1(<module>)
        1    0.000    0.000    0.006    0.006 std.py:1(<module>)
     1849    0.002    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:137(_path_split)
        1    0.000    0.000    0.006    0.006 package_exporter.py:1(<module>)
      711    0.001    0.000    0.006    0.000 traceback.py:342(_set_lines)
      447    0.001    0.000    0.006    0.000 autograd.py:99(<genexpr>)
       63    0.000    0.000    0.006    0.000 typing.py:2979(_make_nmtuple)
        1    0.000    0.000    0.006    0.006 serialization.py:1(<module>)
     7023    0.004    0.000    0.006    0.000 typing.py:2528(get_origin)
     1816    0.005    0.000    0.006    0.000 {built-in method builtins.sorted}
       96    0.000    0.000    0.006    0.000 linecache.py:102(updatecache)
     9741    0.006    0.000    0.006    0.000 fromnumeric.py:105(_take_dispatcher)
     1745    0.001    0.000    0.006    0.000 _ops.py:122(py_impl)
        1    0.000    0.000    0.006    0.006 ssl.py:1(<module>)
      924    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1233(path_stats)
    41080    0.006    0.000    0.006    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.006    0.006 dynamic_shapes.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _invoke_quant.py:12(__init__)
      953    0.002    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:833(spec_from_file_location)
       26    0.000    0.000    0.006    0.000 _sources.py:12(get_source_lines_and_file)
        2    0.000    0.000    0.006    0.003 callable.py:1(<module>)
     2287    0.001    0.000    0.006    0.000 typing.py:789(<genexpr>)
    20494    0.005    0.000    0.006    0.000 {built-in method builtins.setattr}
       28    0.000    0.000    0.006    0.000 inspect.py:1231(getsourcelines)
   924/10    0.002    0.000    0.006    0.001 _recursive.py:214(infer_type)
     1311    0.003    0.000    0.006    0.000 inspect.py:176(get_annotations)
        1    0.000    0.000    0.006    0.006 tempfile.py:1(<module>)
      436    0.001    0.000    0.006    0.000 linecache.py:66(checkcache)
      142    0.000    0.000    0.006    0.000 wrappers.py:121(__call__)
      138    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1487(_path_hooks)
        1    0.000    0.000    0.005    0.005 net_min_base.py:1(<module>)
       58    0.000    0.000    0.005    0.000 typing.py:1446(__or__)
        1    0.000    0.000    0.005    0.005 autograd_function.py:33(__init__)
    40068    0.005    0.000    0.005    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.005    0.005 _policybase.py:1(<module>)
       83    0.000    0.000    0.005    0.000 _compiler.py:576(_code)
     8838    0.003    0.000    0.005    0.000 typing.py:1294(_is_dunder)
       62    0.000    0.000    0.005    0.000 __init__.py:488(entry_points)
        1    0.000    0.000    0.005    0.005 fake_impls.py:1(<module>)
        1    0.000    0.000    0.005    0.005 shape_base.py:1(<module>)
      768    0.003    0.000    0.005    0.000 {built-in method torch._C._jit_try_infer_type}
     1871    0.005    0.000    0.005    0.000 {built-in method torch._C._dispatch_has_kernel}
        1    0.000    0.000    0.005    0.005 rng_prims.py:218(register_run_with_rng_state_op)
      658    0.002    0.000    0.005    0.000 dataclasses.py:768(_get_field)
      976    0.001    0.000    0.005    0.000 _ops.py:1171(_schemas)
    164/4    0.040    0.000    0.005    0.001 _sources.py:108(fake_range)
      736    0.002    0.000    0.005    0.000 _recursive.py:810(check_module_initialized)
      211    0.000    0.000    0.005    0.000 inspect.py:3315(__str__)
      968    0.005    0.000    0.005    0.000 {built-in method nt._path_exists}
       63    0.000    0.000    0.005    0.000 _itertools.py:4(unique_everseen)
        1    0.000    0.000    0.005    0.005 fft.py:1(<module>)
        1    0.000    0.000    0.005    0.005 windows_events.py:1(<module>)
      480    0.000    0.000    0.005    0.000 linecache.py:22(getline)
        1    0.000    0.000    0.005    0.005 graph_signature.py:1(<module>)
      736    0.001    0.000    0.005    0.000 _recursive.py:102(jit_ignored_properties)
        1    0.000    0.000    0.005    0.005 _fake_tensor_utils.py:1(<module>)
      211    0.001    0.000    0.005    0.000 inspect.py:3318(format)
        1    0.000    0.000    0.005    0.005 fake_quantize.py:1(<module>)
     4465    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap>:74(__new__)
      693    0.002    0.000    0.005    0.000 enum.py:354(__setitem__)
      101    0.004    0.000    0.004    0.000 random.py:458(choices)
        1    0.000    0.000    0.004    0.004 _memory_profiler.py:1(<module>)
        1    0.000    0.000    0.004    0.004 base_hop.py:1(<module>)
       93    0.004    0.000    0.004    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.004    0.004 fromnumeric.py:1(<module>)
        1    0.000    0.000    0.004    0.004 split_utils.py:1(<module>)
